SMILES,Name,Cluster
CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,38393773,6
CC(=O)N[C@@]1(O)[C@@H](O)[C@@H](O)[C@@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)O[C@H]1O,1570006153,6
CC(=O)N[C@H]1[C@@H](O)[C@@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](CO)O[C@H]1O,1569985094,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H]1O,1569985095,6
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]2O)O[C@@H](CO)[C@@H](O)[C@@H]1O,253611388,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,87528044,6
CC(=O)N[C@H]1[C@H](O)O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,13519094,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4097097,6
CO[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O,95871175,6
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,253611386,6
CC(=O)N[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](CO)O[C@H]1O,44127228,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,77269582,6
CO[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,95871174,6
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,77269622,6
CC(=O)N[C@@H]1[C@@H](O)O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1O,83260792,6
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,43505242,6
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,253611387,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,59065580,6
CC(=O)N[C@@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,83260785,6
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]2O)O[C@@H](CO)[C@H](O)[C@@H]1O,253611389,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,1569985092,6
CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,77269609,6
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,33913775,6
CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,77269604,6
CC(=O)N[C@@H]1[C@H](O)O[C@@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,35636144,6
CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,64633924,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1O,77269588,6
CC(=O)N[C@@H]1[C@H](O)O[C@@H](CO)[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,22046476,6
CC(=O)N[C@H]1C[C@@H](O)[C@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)O[C@H]1C(=O)O,1857790286,6
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O,13549358,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O,247921887,6
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,13549336,6
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O,33821390,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,35636146,6
CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,13549364,6
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,4228284,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,13545957,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,22046486,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4097367,6
CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)[C@@H]1O,253613936,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,1500993212,6
CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2NC(C)=O)[C@@H]1O,253613934,6
CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2NC(C)=O)[C@@H]1O,253613933,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,247921882,6
CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H](O)[C@H]1O,75759782,6
CC(=O)N[C@H]1[C@H](O)O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1O,31544008,6
CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@H](O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H](O)[C@H]1O,75759785,6
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,25724613,6
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4097368,6
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O,75761008,6
CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O,4216500,6
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O,44960071,6
CC(=O)N[C@@H]1[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CO)[C@@H](O)[C@@H]1O,252668753,6
CC(=O)N[C@@H]1[C@H](OCCOCCOCCN=[N+]=[N-])O[C@@H](CO)[C@@H](O)[C@@H]1O,257354912,6
CC(=O)N[C@@H]1[C@H](OCCOCCOCCN=[N+]=[N-])O[C@@H](CO)[C@H](O)[C@@H]1O,257354914,6
CC(=O)N[C@@H]1[C@@H](OCCOCCOCCN=[N+]=[N-])O[C@@H](CO)[C@H](O)[C@@H]1O,257354917,6
CC(=O)N[C@H]1[C@@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CO)[C@H](O)[C@@H]1O,216451140,6
CC(=O)N[C@H]1[C@H](OCCOCCOCCN=[N+]=[N-])O[C@@H](CO)[C@H](O)[C@@H]1O,257354911,6
CC(=O)N[C@@H]1[C@@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CO)[C@H](O)[C@@H]1O,216451186,6
CC(=O)N[C@H]1[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CO)[C@H](O)[C@@H]1O,257354915,6
CC(=O)N[C@H]1[C@H](O)[C@H](O)[C@H](CO)O[C@H]1OCCOCCOCCN=[N+]=[N-],257354913,6
CC(=O)N[C@@H]1[C@H](OCCOCCOCCN=[N+]=[N-])O[C@H](CO)[C@H](O)[C@@H]1O,252668751,6
CC(=O)N[C@H]1[C@@H](OCCOCCOCCN=[N+]=[N-])O[C@@H](CO)[C@H](O)[C@@H]1O,257354916,6
CC(=O)N[C@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OCCOCCOCCN=[N+]=[N-],252668752,6
C#CCOCCOCCOCCO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,257355146,6
C#CCOCCOCCOCCO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O,216450933,6
C#CCOCCOCCOCCO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1NC(C)=O,216450986,6
CC(=O)N[C@H](C=O)[C@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,256099228,6
C#CCOCCOCCOCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,257355149,6
C#CCOCCOCCOCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O,257355150,6
CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,256099221,6
CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,12496932,6
C#CCOCCOCCOCCO[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O,257355147,6
CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,256099225,6
CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,256099219,6
C#CCOCCOCCOCCO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O,257355145,6
CC(=O)N[C@H]1[C@H](O[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)O[C@H](CO)[C@@H](O)[C@@H]1O,31539879,6
C#CCOCCOCCOCCO[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1NC(C)=O,257355148,6
CCOc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(OCC(=O)O)cc3)C2=O)cc1,4808898,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(O[C@H](C)C(=O)O)cc3)C2=O)cc1,2274292,5
COc1ccccc1N1C(=O)NC(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1=O,4513393,5
COc1cccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC)c(OC)c3OC)C2=O)c1,4823171,5
COc1cc(/C=C2\C(=O)NC(=O)N(c3cccc(C)c3)C2=O)ccc1OCC(=O)O,2909304,5
O=C(O)COc1cccc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)c1,2248802,5
CCOc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC)c(C(=O)O)c3)C2=O)cc1,5023807,5
COc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(C)c(C)c3)C2=O)ccc1OCC(=O)O,2248754,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(OC)c(OC)cc3OC)C2=O)cc1,1233282,5
COc1ccccc1N1C(=O)NC(=O)/C(=C/c2cc(OC)c(OC)c(OC)c2)C1=O,5043585,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(OC)c(OC)c3OC)C2=O)cc1,1192467,5
CCOc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(C(=O)OC)cc3)C2=O)ccc1O,1178264,5
O=C(O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)cc1Cl,2727019,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc1,1192475,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(N4CCOCC4)cc3)C2=O)cc1,5810711,5
COc1cccc(N2C(=O)NC(=O)/C(=C\c3ccc(OC)c(OC)c3OC)C2=O)c1,1197230,5
COc1ccc(N2C(=O)NC(=O)/C(=C/c3c(OC)cc(OC)cc3OC)C2=O)cc1,4815225,5
COc1cccc(N2C(=O)NC(=O)/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)c1,1197239,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(O[C@@H](C)C(=O)O)cc3)C2=O)cc1,2274290,5
COc1cccc(N2C(=O)NC(=O)/C(=C/c3cc(OC)c(OC)cc3OC)C2=O)c1,4808939,5
COc1cccc(N2C(=O)NC(=O)/C(=C/c3c(OC)cc(OC)cc3OC)C2=O)c1,4807768,5
CCOc1cccc(N2C(=O)NC(=O)/C(=C/c3cc4c(cc3OC)OCO4)C2=O)c1,409099719,5
CCOc1ccccc1N1C(=O)NC(=O)/C(=C\c2cc(OC)c(O)c(OC)c2)C1=O,409231806,5
Cc1ccc(Cl)cc1N1C(=O)NC(=O)/C(=C\c2ccc(OCC(N)=O)cc2)C1=O,409224658,5
CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc4c(c3)OCO4)C2=O)cc1OC,408954593,5
COc1cc(C)c(/C=C2\C(=O)NC(=O)N(c3ccc4c(c3)OCO4)C2=O)cc1OC,408549230,5
O=C(O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3cccc(Cl)c3)C2=O)cc1,409046400,5
COc1cccc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c1O[C@@H](C)C(=O)O,409232528,5
O=C(O)COc1cccc(/C=C2/C(=O)NC(=O)N(c3ccccc3Cl)C2=O)c1,409069106,5
COc1cccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(C)=O)c(OC)c3)C2=O)c1,408537914,5
CCOc1ccc(C(=O)O)cc1/C=C1\C(=O)NC(=O)N(c2ccc(OC)cc2)C1=O,408827124,5
Cc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(OCC(N)=O)cc3)C2=O)cc1Cl,409226236,5
CCc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OCC(=O)OC)cc3)C2=O)cc1,408989979,5
O=C(O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(O)cc3)C2=O)cc1Cl,409044989,5
Cc1ccc(Cl)cc1N1C(=O)NC(=O)/C(=C/c2cccc(OCC(N)=O)c2)C1=O,409218498,5
CCOc1cc(/C=C2/C(=O)NC(=O)N(c3ccc(C(=O)OC)cc3)C2=O)ccc1O,16688763,5
O=C(O)COc1ccc(Cl)cc1/C=C1\C(=O)NC(=O)N(c2ccccc2)C1=O,409050001,5
COc1cc(/C=C2/C(=O)NC(=O)N(c3ccccc3OC)C2=O)ccc1OC(C)=O,408534855,5
CCOc1ccc(N2C(=O)NC(=O)/C(=C/c3cc4c(cc3OC)OCO4)C2=O)cc1,409111810,5
COc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(C)=O)c(OC)c3)C2=O)cc1,408530268,5
CCOc1cc(/C=C2\C(=O)NC(=O)N(c3ccc4c(c3)OCO4)C2=O)ccc1OC,408860266,5
O=C(O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccccc3Cl)C2=O)cc1,409048408,5
CCOc1cc2c(cc1/C=C1/C(=O)NC(=O)N(c3ccc(OC)cc3)C1=O)OCO2,409105440,5
CCOC(=O)COc1ccccc1/C=C1\C(=O)NC(=O)N(c2cccc(F)c2)C1=O,408914608,5
CCOC(=O)COc1cc(/C=C2/C(=O)NC(=O)N(c3ccccc3)C2=O)ccc1OC,409213593,5
O=C(O)COc1ccc(Cl)cc1/C=C1\C(=O)NC(=O)N(c2ccc(O)cc2)C1=O,409042819,5
COc1cccc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c1O[C@H](C)C(=O)O,409232527,5
COc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(C)cc3)C2=O)ccc1OCC(=O)O,408770880,5
CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(C(=O)O)cc3)C2=O)cc1OC,408937344,5
CCOc1cccc(/C=C2/C(=O)NC(=O)N(c3ccccc3)C2=O)c1OCC(=O)O,409218415,5
Cc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3OCC(N)=O)C2=O)cc1Cl,409224955,5
CCOc1ccc(N2C(=O)NC(=O)/C(=C/c3cccc(OCC(=O)O)c3)C2=O)cc1,409072938,5
Cc1ccc(N2C(=O)NC(=O)/C(=C/c3cccc(OCC(N)=O)c3)C2=O)cc1Cl,409221912,5
COc1cc(/C=C2\C(=O)NC(=O)N(c3cc(C)cc(C)c3)C2=O)ccc1OCC(=O)O,408775025,5
CCOC(=O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(F)cc3)C2=O)cc1,408856702,5
CCOc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(C(=O)O)cc3)C2=O)ccc1OC,408936501,5
CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(OC)cc3)C2=O)cc1C(=O)O,6351477,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3O[C@@H](C)C(=O)O)C2=O)cc1,409189308,5
O=C(O)COc1cccc(/C=C2/C(=O)NC(=O)N(c3cccc(Cl)c3)C2=O)c1,409068033,5
CCOc1cc2c(cc1/C=C1\C(=O)NC(=O)N(c3ccc4c(c3)OCO4)C1=O)OCO2,408952415,5
COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3O[C@H](C)C(=O)O)C2=O)cc1,409189309,5
O=C(O)COc1ccccc1/C=C1\C(=O)NC(=O)N(c2cccc(Cl)c2)C1=O,409046233,5
CCc1ccc(N2C(=O)NC(=O)/C(=C/c3ccccc3OCC(=O)OC)C2=O)cc1,408990107,5
O=C(O)COc1ccccc1/C=C1\C(=O)NC(=O)N(c2ccc(Cl)cc2)C1=O,408783701,5
CCOC(=O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3cccc(F)c3)C2=O)cc1,408913664,5
CCOc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3OCC(=O)O)C2=O)cc1,2281291,5
O=C(O)COc1ccccc1/C=C1\C(=O)NC(=O)N(c2ccccc2Cl)C1=O,409047383,5
NC(=O)COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(F)cc3)C2=O)cc1Cl,409226123,5
C#CCOc1cc(OC)ccc1/C=C1\C(=O)NC(=O)N(c2ccc(OC)cc2)C1=O,408819652,5
C#CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc([N+](=O)[O-])cc3)C2=O)cc1OC,408937293,5
C#CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3cccc([N+](=O)[O-])c3)C2=O)cc1OC,408809611,5
C#CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(C(=O)OC)cc3)C2=O)cc1,408803719,5
C#CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(OC)cc3)C2=O)cc1OC,408801711,5
C#CCOc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(O)cc3)C2=O)cc1OCC,5006503,5
CCCN1C(=O)NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCCC[C@H]32)C1=O,230038694,3
C[C@H]1CCN2c3ccc([N+](=O)[O-])cc3C[C@@]3(C(=O)NC(=S)N(C4CC4)C3=O)[C@@H]2C1,17057401,3
CC[C@@H](C)N1C(=O)NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@H]32)C1=O,8997069,3
C[C@H]1CCN2c3ccc([N+](=O)[O-])cc3C[C@]3(C(=O)NC(=S)N(C4CC4)C3=O)[C@@H]2C1,8739146,3
CC1(C)C[C@@H]2C[C@](C)(C1)[C@@H]1N2c2ccc([N+](=O)[O-])cc2CC12C(=O)NC(=O)NC2=O,9111243,3
CCCN1C(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@H]32)C(=O)NC1=S,230042035,3
CC[C@@H](C)N1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@H]32)C1=O,8994235,3
CCCN1C(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@H]32)C(=O)NC1=S,9122835,3
CCCN1C(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@H]32)C(=O)NC1=S,9122834,3
CCCN1C(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@H]32)C(=O)NC1=S,230042029,3
CC1(C)C[C@H]2C[C@](C)(C1)[C@@H]1N2c2ccc([N+](=O)[O-])cc2CC12C(=O)NC(=O)NC2=O,101346121,3
CC1(C)C[C@@H]2C[C@@](C)(C1)[C@@H]1N2c2ccc([N+](=O)[O-])cc2CC12C(=O)NC(=O)NC2=O,101346119,3
CN1C(=O)NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3C[C@@H](c4ccccc4)C[C@@H]32)C1=O,9128882,3
CN1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3C[C@@H](c4ccccc4)C[C@@H]32)C1=O,9128881,3
CC[C@H](C)N1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@H]32)C1=O,229901411,3
CC(C)N1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCCC[C@@H]32)C1=O,9016115,3
CCN1C(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CC[C@@H](C)C[C@H]32)C(=O)N(C)C1=S,230030475,3
CCCN1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CC[C@@H](C)C[C@H]32)C1=O,230038719,3
CCN1C(=O)C2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@H]32)C(=O)N(CC)C1=S,5896703,3
O=C1NC(=S)N(C2CC2)C(=O)[C@]12Cc1cc([N+](=O)[O-])ccc1N1CCCCC[C@H]12,9109824,3
O=C1NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCC[C@@H]32)C(=O)N1Cc1ccccc1,8974817,3
CCN1C(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@H]32)C(=O)N(C)C1=S,4624649,3
CCN1C(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CC[C@H](C)C[C@@H]32)C(=O)N(C)C1=S,248004789,3
CN1C(=O)C2(Cc3cc([N+](=O)[O-])ccc3N3CCCCC[C@H]32)C(=O)N(C)C1=S,6672855,3
CCCN1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCCC[C@@H]32)C1=O,4594382,3
CC[C@H](C)N1C(=O)NC(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CCCC[C@@H]32)C1=O,8994237,3
CCN1C(=O)[C@]2(Cc3cc([N+](=O)[O-])ccc3N3CC[C@@H](C)C[C@@H]32)C(=O)N(C)C1=S,4624654,3
